location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 04:00:00 +0200;Thursday;171;12;partly-cloudy-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 05:00:00 +0200;Thursday;152;12;partly-cloudy-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 06:00:00 +0200;Thursday;82;12;partly-cloudy-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 07:00:00 +0200;Thursday;74;12;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 08:00:00 +0200;Thursday;93;15;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 09:00:00 +0200;Thursday;165;15;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 10:00:00 +0200;Thursday;289;15;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 11:00:00 +0200;Thursday;383;15;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 12:00:00 +0200;Thursday;468;13;rain;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 13:00:00 +0200;Thursday;525;13;rain;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 14:00:00 +0200;Thursday;867;13;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 15:00:00 +0200;Thursday;1088;14;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 16:00:00 +0200;Thursday;1231;15;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 17:00:00 +0200;Thursday;1427;16;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 18:00:00 +0200;Thursday;1189;16;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 19:00:00 +0200;Thursday;1003;16;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 20:00:00 +0200;Thursday;812;15;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 21:00:00 +0200;Thursday;845;14;partly-cloudy-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 22:00:00 +0200;Thursday;543;13;cloudy;
